full_name,a,e,i,om,w,q,ad,H,diameter,ma,E_rad,E_deg
(2016 WC),1.579,0.6571,13.12,55.79,261.25,0.541,2.62,27.7,,37.879999999999995,1.2930474348798342,74.08616072883166
(2016 WE),2.384,0.5741,2.82,48.49,6.3,1.016,3.75,26.6,,-179.26,-3.133387654340788,-179.529888172124
(2016 WF),1.821,0.4498,1.35,244.05,166.84,1.002,2.64,27.0,,61.139999999999986,1.5162247047410564,86.87327637513192
(2016 WG),1.83,0.7411,0.22,292.84,233.35,0.474,3.19,23.2,,28.599999999999994,1.18609857769954,67.95844258865338
(2016 WH),1.605,0.477,2.75,51.26,65.4,0.839,2.37,27.07,,-44.66,-1.228847094368322,-70.40775217421925
(2016 WO),2.263,0.6258,3.63,60.42,295.41,0.847,3.68,25.6,,-167.48,-3.0070317521082814,-172.29022825763371
(2016 WP),2.276,0.5743,6.64,242.33,127.64,0.969,3.58,21.93,,53.19,1.501252429818168,86.01542821234085
(2016 WQ),1.812,0.5626,3.97,240.06,251.01,0.792,2.83,25.5,,159.17000000000002,2.9081731328173936,166.62604660377525
(2016 WR),0.9076,0.2821,1.84,60.25,220.16,0.652,1.16,26.59,,79.55000000000001,1.6691461857436136,95.63503183346842
(2016 WT),1.555,0.4468,1.19,55.82,304.38,0.86,2.25,29.79,,73.57,1.7255025288957997,98.86401244487968
(2016 WU),1.036,0.1747,8.41,54.65,273.0,0.855,1.22,27.3,,82.19999999999999,1.6092316213266789,92.20218016101336
(2016 WW),1.399,0.4887,1.85,289.95,35.66,0.715,2.08,25.3,,-143.29,-2.7067540269923165,-155.08558192669943
(2016 WX),1.191,0.3271,12.42,53.18,275.15,0.802,1.58,25.5,,-128.15,-2.446206509262745,-140.157308798185
(2016 WY),0.8489,0.1701,1.96,235.22,3.64,0.705,0.99,29.2,,-163.7,-2.898112039264572,-166.0495884059123
(2016 WF1),1.618,0.4028,2.93,53.88,331.75,0.966,2.27,27.7,,-32.150000000000006,-0.8686420606972698,-49.76952398550026
(2016 WL1),1.233,0.2027,11.83,52.78,47.12,0.983,1.48,25.8,,-2.0200000000000102,-0.04421513979199961,-2.533340900662523
(2016 WM1),1.178,0.3522,26.88,55.24,91.86,0.763,1.59,24.8,,130.01999999999998,2.484427287184564,142.34719806281203
(2016 WN1),2.121,0.6195,3.14,234.24,114.76,0.807,3.44,25.4,,164.16000000000003,2.970567088889411,170.2009569538265
(2016 WO1),2.25,0.5932,14.73,60.28,87.92,0.915,3.58,19.98,,33.47999999999999,1.1176729527509885,64.03794306855633
(2016 WP1),1.77,0.5232,30.0,57.13,71.22,0.844,2.7,23.77,,158.19,2.890786646373229,165.6298743099632
(2016 WQ1),1.805,0.4674,0.23,229.96,160.85,0.962,2.65,27.8,,84.57,1.9158716993370526,109.77136246057012
(2016 WT1),1.494,0.431,10.32,240.4,111.22,0.85,2.14,25.8,,-153.1,-2.8117126863625814,-161.09927013196685
(2016 WU1),1.589,0.4735,23.5,51.91,281.14,0.837,2.34,23.85,,32.870000000000005,0.9621635661365571,55.12791154088117
(2016 WV1),1.47,0.4159,29.56,56.47,284.5,0.859,2.08,23.6,,-144.29,-2.697152731260006,-154.53546820338107
(2016 WZ1),1.83,0.6325,13.34,14.94,166.81,0.673,2.99,19.31,,-6.550000000000011,-0.30311986104842675,-17.3674887246668
(2016 WA2),1.13,0.223,35.17,52.32,251.16,0.878,1.38,23.07,,82.11000000000001,1.655294224117605,94.84137289432095
(2016 WC2),1.554,0.4989,1.09,253.26,91.63,0.779,2.33,27.2,,-151.54,-2.8081574210964373,-160.89556843716733
(2016 WU2),1.175,0.24,8.85,241.89,241.11,0.893,1.46,27.4,,162.89999999999998,2.900455126465029,166.1838374135296
(2016 WV2),2.297,0.5736,0.51,304.01,134.63,0.98,3.62,26.31,,24.189999999999998,0.8550272988781111,48.98945559418661
(2016 WW2),2.315,0.5961,1.29,62.77,29.29,0.935,3.69,29.04,,13.289999999999992,0.536785769833799,30.755559114157506
(2016 WD3),1.561,0.4619,6.85,41.6,92.98,0.84,2.28,24.3,,151.51,2.7993585231445532,160.39142872015805
(2016 WP3),1.38,0.2632,5.43,254.82,133.43,1.017,1.74,25.5,,35.28,0.8055806860998722,46.15637337077587
(2016 WQ3),1.017,0.1224,0.63,47.4,104.28,0.893,1.14,28.8,,22.19999999999999,0.43954802691978745,25.184246835806505
(2016 WS3),1.441,0.3181,18.73,71.18,261.03,0.983,1.9,21.83,,-55.3,-1.2688787976784983,-72.70139982061224
(2016 WT3),1.958,0.5904,1.4,54.14,304.78,0.802,3.11,28.6,,-164.57,-2.97195990343151,-170.28075934873323
(2016 WD7),1.247,0.2061,0.67,41.73,44.75,0.99,1.5,27.3,,-34.75999999999999,-0.7466573350504372,-42.78031404087548
(2016 WE7),2.685,0.8231,16.22,27.82,145.0,0.475,4.9,20.2,,-179.64,-3.1381462211818265,-179.8025339686464
(2016 WF7),0.8739,0.2385,0.65,78.84,206.02,0.665,1.08,28.8,,-59.92,-1.2738641961267243,-72.98704211088665
(2016 WG7),0.9528,0.2181,4.53,67.3,113.85,0.745,1.16,26.0,,-39.55000000000001,-0.8548245182737243,-48.97783712138812
(2016 WJ7),1.954,0.5425,4.97,303.04,214.3,0.894,3.01,21.71,,-109.69,-2.313924574525847,-132.57811223193576
(2016 WL7),1.057,0.1854,10.01,242.77,266.24,0.861,1.25,24.3,,-150.41,-2.7037558616679056,-154.91379970732822
(2016 WM7),1.448,0.3093,3.42,247.69,149.41,1.0,1.9,26.04,,-113.06,-2.219702559733689,-127.1795884471259
(2016 WN7),0.8812,0.1827,8.28,239.75,35.65,0.72,1.04,27.9,,-94.55,-1.8269477128124603,-104.67639333523277
(2016 WO7),2.358,0.5752,12.91,62.23,322.51,1.002,3.71,23.6,,-171.72,-3.049802804255955,-174.74082903102936
(2016 WS7),0.917,0.1218,11.16,241.2,355.76,0.805,1.03,24.8,,90.19999999999999,1.6951465034669158,97.12474030501284
(2016 WT7),1.042,0.0449,6.23,243.14,141.25,0.995,1.09,25.9,,18.080000000000013,0.33010972131318705,18.913893807485408
(2016 WU7),0.8375,0.4418,19.77,243.58,41.68,0.467,1.21,25.2,,174.39,3.0736664203236645,176.10811351562973
(2016 WV7),1.546,0.3452,4.07,72.24,349.17,1.013,2.08,27.2,,63.25999999999999,1.446638022889217,82.88625319470191
(2016 WY7),1.12,0.2334,15.56,52.08,96.73,0.859,1.38,22.77,,-36.93000000000001,-0.8142870786747318,-46.65521292009936
(2016 WA8),1.433,0.3798,20.72,63.57,55.63,0.888,1.98,24.7,,-118.95,-2.347068066952279,-134.47709446629412
(2016 WB8),1.179,0.2911,6.68,72.46,71.61,0.836,1.52,25.9,,137.2,2.5555821375761916,146.42407068213708
(2016 WC8),1.748,0.4864,11.27,238.44,234.11,0.898,2.6,24.1,,122.26999999999998,2.445795322980974,140.13374955964582
(2016 WH8),2.446,0.8986,15.78,283.76,8.07,0.248,4.64,19.09,,-32.00999999999999,-1.4508203138542937,-83.1258808156965
(2016 WJ8),2.708,0.6416,21.68,256.83,43.08,0.97,4.45,18.25,,-155.76,-2.8827500114029054,-165.16940904467643
(2016 WK8),1.517,0.3574,20.62,67.76,61.36,0.975,2.06,22.5,,82.38999999999999,1.7870521051495807,102.39054339503997
(2016 WM8),1.189,0.2416,5.64,243.95,101.73,0.902,1.48,24.2,,-155.72,-2.798989775400527,-160.3703010307204
(2016 WN8),1.299,0.2506,21.91,243.47,234.09,0.973,1.62,23.8,,169.06,2.98879572249492,171.2453807257125
(2016 WP8),0.9555,0.1325,13.32,60.18,204.19,0.829,1.08,23.9,,-168.13,-2.9585411682572396,-169.5119224568438
(2016 WQ8),2.123,0.6119,2.83,61.07,72.78,0.824,3.42,24.6,,129.66000000000003,2.585828052932134,148.15703397954252
(2016 WR8),1.092,0.0929,22.02,244.53,212.75,0.99,1.19,27.4,,106.0,1.9367959142676439,110.97023166571762
(2016 WZ8),1.502,0.3372,4.07,247.19,187.55,0.995,2.01,28.4,,132.19,2.507046869382034,143.6432046570763
(2016 WF9),2.849,0.665,15.18,125.16,342.92,0.954,4.74,20.08,1082.0,115.43,2.442550792404362,139.94785165110483
(2016 WG9),2.343,0.642,5.78,122.46,219.74,0.839,3.85,21.39,,22.25999999999999,0.8856127446914184,50.74187255381517
(2016 WT9),1.362,0.3362,31.99,246.27,350.41,0.904,1.82,19.98,,-127.91,-2.447511004092572,-140.23205084633074
(2016 WU9),3.52,0.7565,11.73,243.81,238.64,0.857,6.18,25.04,,173.89,3.0808651564172744,176.52057071162204
(2016 WV9),1.474,0.3549,17.73,255.75,128.22,0.951,2.0,23.2,,-152.21,-2.781588995036683,-159.37330975563802
(2016 WW9),2.834,0.6899,21.49,295.14,218.54,0.879,4.79,18.91,,124.89999999999998,2.5593126818992356,146.637815127134
(2016 WB10),1.407,0.6753,13.96,342.49,334.64,0.457,2.36,20.86,,-3.0200000000000102,-0.16088947822369815,-9.218288070279868
(2016 WC10),1.797,0.4838,2.77,234.16,150.46,0.928,2.67,27.1,,-166.09,-2.9777366378147225,-170.6117418482594
(2016 WE10),1.789,0.568,4.5,189.48,166.99,0.773,2.81,21.29,,116.35000000000002,2.4101027372955666,138.08871503996295
(2016 WF10),1.555,0.5796,1.84,197.62,143.23,0.654,2.46,22.8,,-150.0,-2.807856520888273,-160.87832812518494
(2016 WG10),2.504,0.6586,10.54,312.83,199.84,0.855,4.15,20.95,,-104.32,-2.308223717563901,-132.25147718840847
(2016 WH10),1.509,0.4118,9.11,72.6,53.34,0.888,2.13,26.0,,98.04000000000002,2.0722265607013037,118.7298361230948
(2016 WL48),1.077,0.1218,11.49,69.81,255.21,0.946,1.21,24.9,,-85.39,-1.61203310421865,-92.36269330710142
(2016 WN48),2.74,0.6408,4.84,88.96,299.23,0.984,4.5,24.78,144.0,-172.97,-3.0667868630915547,-175.7139439213111
(2016 WQ48),2.94,0.6822,24.39,343.02,2.37,0.934,4.95,18.22,,131.61,2.6306333495384666,150.72418837491722
(2016 WN55),1.417,0.609,21.36,10.62,196.59,0.554,2.28,24.43,,136.18,2.65926791129355,152.3648279116902
(2016 WO55),2.309,0.6167,4.08,359.36,347.21,0.885,3.73,22.5,,-161.31,-2.9392971108819137,-168.40931918853002
(2016 WR55),1.621,0.5339,5.04,66.59,68.94,0.756,2.49,28.34,,157.14999999999998,2.8805685474190574,165.0444203652421
(2016 WO57),2.454,0.5931,2.5,59.04,352.98,0.999,3.91,29.79,,-159.96,-2.9213823707747424,-167.38288018931536
(2016 WP57),0.9784,0.6865,0.7,231.32,320.56,0.307,1.65,28.96,,-170.64,-3.0446659072784126,-174.44650651442268
(2016 WR57),1.592,0.422,28.62,57.64,41.89,0.92,2.26,28.7,,141.82999999999998,2.667904736388326,152.85968153801355
(2016 WS57),2.489,0.6243,5.3,237.7,205.68,0.935,4.04,32.49,,177.76,3.1175226996378473,178.62089322547928
(2016 WT57),2.63,0.6498,17.3,58.47,27.71,0.921,4.34,30.7,,119.24000000000001,2.480232023297178,142.10682714812117
(2016 WU57),2.16,0.8344,3.72,235.4,296.47,0.358,3.96,30.0,,-20.629999999999995,-1.1059078697430376,-63.363853466579656
(2016 WX57),0.8676,0.1527,12.31,240.6,340.65,0.735,1.0,31.03,,-54.59,-1.0880233070366974,-62.33914350506927
(2016 WA58),0.9256,0.2342,12.94,62.26,240.05,0.709,1.14,30.03,,-134.06,-2.4831011098738656,-142.271213700023
(2016 WD58),0.9246,0.1088,49.4,62.75,137.98,0.824,1.03,28.67,,7.400000000000006,0.14486007697979147,8.299871030882258
(2016 WE58),1.597,0.4349,1.14,64.58,313.29,0.903,2.29,30.54,,165.72000000000003,2.967633481904029,170.032873654814
(2016 XA),1.889,0.5293,2.49,247.24,239.41,0.889,2.89,26.0,,162.57,2.9422147232621785,168.57648606417433
(2016 XB),2.458,0.5886,3.82,66.73,16.59,1.011,3.91,26.68,,176.99,3.108520792333421,178.10512192936767
(2016 XE),1.059,0.2417,0.97,64.34,97.9,0.803,1.32,28.2,,-163.18,-2.9047414614659317,-166.42942631866055
(2016 XF),1.058,0.2218,15.89,250.6,285.6,0.824,1.29,25.3,,-174.92,-3.0690137900373715,-175.84153743659036
(2016 XG),1.508,0.4385,7.87,249.99,118.71,0.847,2.17,28.4,,147.61,2.7454722564622966,157.30397306554835
(2016 XJ),1.275,0.2234,6.21,249.25,197.75,0.99,1.56,27.4,,-107.4,-2.070560783120316,-118.63439409809669
(2016 XK),1.887,0.5045,3.25,96.14,20.85,0.935,2.84,23.2,,-30.960000000000008,-0.9510216597252942,-54.48952732778605
(2016 XM),1.872,0.4888,14.56,22.26,140.62,0.957,2.79,20.05,,-29.80000000000001,-0.904301850620525,-51.8126794464259
(2016 XG1),1.42,0.7684,10.28,62.32,224.87,0.329,2.51,21.84,,-19.72,-0.9840697273259015,-56.38304212236389
(2016 XH1),2.121,0.593,32.39,271.38,246.9,0.863,3.38,20.38,,121.72000000000003,2.485948876006587,142.43437868046823
(2016 XP1),2.257,0.5572,6.9,251.59,193.25,0.999,3.51,26.8,,48.639999999999986,1.3978122294937843,80.08874130176588
(2016 XQ1),2.533,0.6039,0.76,84.29,325.86,1.003,4.06,26.0,,-96.07,-2.1740469401135663,-124.56371413183818
(2016 XR1),1.158,0.1281,11.63,74.16,286.55,1.01,1.31,24.22,,-51.80000000000001,-1.0127464197848839,-58.026095570658214
(2016 XS1),1.555,0.6029,2.08,129.13,50.11,0.617,2.49,22.8,,7.569999999999993,0.324142961573487,18.57202365703202
(2016 XA2),2.051,0.7513,7.02,262.7,276.67,0.51,3.59,21.62,,176.94,3.1110949508154704,178.25261034618688
(2016 XB2),1.164,0.4986,11.83,253.22,38.78,0.584,1.74,21.54,,-37.66999999999999,-1.1023522901512266,-63.16013376224603
(2016 XC2),2.262,0.8969,27.4,253.58,314.71,0.233,4.29,23.6,,165.0,3.0033704147381632,172.08044907895243
(2016 XD2),0.8461,0.2571,8.28,77.93,161.51,0.629,1.06,24.04,,-147.41,-2.6859288801195946,-153.8923889031524
(2016 XE2),1.458,0.3597,7.58,259.71,118.84,0.934,1.98,23.89,,-118.28,-2.32622822638337,-133.2830595559701
(2016 XJ2),1.358,0.3305,6.58,256.08,255.18,0.909,1.81,24.2,,13.25,0.3421402019138879,19.60318957141959
(2016 XK2),2.296,0.7151,28.21,254.66,86.31,0.654,3.94,24.07,,-163.61,-2.974480004600052,-170.4251505096367
(2016 XV17),1.958,0.5283,2.87,71.92,48.45,0.923,2.99,24.7,,167.61,2.9999343796589675,171.88357877065562
(2016 XW17),2.675,0.7545,11.38,265.07,285.57,0.657,4.69,20.39,,-175.16,-3.0934376371829058,-177.24092079750213
(2016 XA18),1.946,0.8339,17.74,262.94,294.15,0.323,3.57,23.1,65.0,162.91000000000003,2.9786188917962018,170.66229127785675
(2016 XC18),2.052,0.6694,8.93,64.6,279.78,0.678,3.43,21.96,,-143.8,-2.7594247285536673,-158.10339083015796
(2016 XE18),0.9129,0.1558,13.09,252.47,344.13,0.771,1.06,25.29,,116.44999999999999,2.1618086557001783,123.8625120864703
(2016 XF18),1.205,0.1842,19.2,252.68,247.78,0.983,1.43,24.1,,46.849999999999994,0.9695877647425184,55.553286787269656
(2016 XH18),2.064,0.5159,6.42,274.49,120.29,0.999,3.13,23.47,,-161.24,-2.9250248807695134,-167.59158063884996
(2016 XJ18),2.076,0.6512,3.99,25.02,145.59,0.724,3.43,22.1,,160.14,2.9310591296438844,167.93731763188293
(2016 XK18),2.566,0.6193,5.78,270.22,184.49,0.977,4.15,24.5,,-121.56,-2.4948207371578497,-142.94269888086166
(2016 XL18),1.354,0.2845,8.38,74.73,315.91,0.969,1.74,26.0,,90.94999999999999,1.8600573787751258,106.57343745598143
(2016 XM18),2.199,0.6318,6.48,71.94,71.81,0.81,3.59,24.2,,165.26,2.983683821238462,170.95249035842983
(2016 XW20),1.999,0.5248,1.0,66.37,41.25,0.95,3.05,26.7,,-128.52,-2.54007746655137,-145.53571846967606
(2016 XZ20),1.884,0.6897,17.81,67.51,272.88,0.585,3.18,23.83,,-159.7,-2.93127791051854,-167.9498528526389
(2016 XA21),1.881,0.4627,1.21,110.65,340.18,1.011,2.75,25.8,,-15.280000000000001,-0.4805961732106579,-27.53613237510899
(2016 XL23),2.101,0.5579,1.87,248.82,145.68,0.929,3.27,29.27,,168.49,3.0125168536223463,172.60450142459047
(2016 XM23),1.224,0.3402,26.15,64.17,247.44,0.808,1.64,21.88,,114.24000000000001,2.2570511974099925,129.31950775654138
(2016 XP23),2.461,0.645,37.96,37.96,319.46,0.874,4.05,19.7,,-52.650000000000006,-1.563900515647615,-89.6048991249415
(2016 XR23),1.07,0.1483,7.06,80.94,292.91,0.911,1.23,25.4,,-99.48,-1.8776272677241947,-107.58011793927666
(2016 XA24),1.33,0.3506,13.12,236.5,8.01,0.864,1.8,19.5,,-36.78,-0.9211044404544975,-52.77539692880195
(2016 XZ24),1.158,0.3483,40.62,82.51,84.51,0.755,1.56,27.42,,-125.8,-2.4245202852529446,-138.91477968884817
(2016 YE),1.131,0.1096,8.48,83.5,7.79,1.007,1.26,25.9,,-30.919999999999987,-0.6016937413561546,-34.47451193914381
(2016 YF),2.503,0.6035,3.8,271.83,186.45,0.992,4.01,25.4,,-92.6,-2.128293938027224,-121.94226021223753
(2016 YG),1.97,0.4887,7.56,265.25,180.11,1.008,2.93,26.0,,-98.66,-2.1349211323203794,-122.3219704752485
(2016 YH),0.6816,0.4739,2.22,266.02,0.4,0.359,1.0,25.5,,-51.400000000000006,-1.3605652452939785,-77.95464630752656
(2016 YJ),1.664,0.4602,2.48,268.85,224.91,0.898,2.43,27.1,,-140.6,-2.6650366322760908,-152.69535127717836
(2016 YK),2.281,0.58,4.49,83.64,53.83,0.958,3.6,23.66,,21.590000000000003,0.788007106338531,45.14948141951447
(2016 YO),2.287,0.5669,1.8,78.18,336.96,0.991,3.58,24.67,,34.370000000000005,1.1068428761549656,63.41742538780079
(2016 YP),2.29,0.6192,6.0,251.42,128.09,0.872,3.71,22.92,,40.94,1.3133274713735157,75.24812122829087
(2016 YQ),1.134,0.1548,11.19,268.29,229.11,0.959,1.31,24.8,,-78.37,-1.5224335345930107,-87.22901612136373
(2016 YR),1.027,0.0673,3.45,85.87,74.87,0.958,1.1,27.2,,-38.610000000000014,-0.7181547751578652,-41.14723765371224
(2016 YS),2.452,0.6032,2.96,274.61,192.35,0.973,3.93,25.0,,-67.14,-1.7638126963437282,-101.05902335208548
(2016 YY),2.612,0.6669,10.38,82.08,308.23,0.87,4.35,25.4,,-129.57999999999998,-2.6034257945633676,-149.16531030397388
(2016 YZ),1.645,0.3946,12.27,324.74,188.67,0.996,2.29,21.4,,-123.44,-2.4162182415393567,-138.43910762272648
(2016 YA1),0.9811,0.1582,16.61,271.03,292.87,0.826,1.14,23.75,,140.68,2.544301601506072,145.7777435746741
(2016 YN1),1.152,0.2225,7.67,131.9,41.71,0.895,1.41,23.6,,-165.76,-2.9380368161463735,-168.337109619241
(2016 YH3),1.893,0.5897,3.63,136.14,27.03,0.777,3.01,24.5,,161.64999999999998,2.939619934922387,168.4278156435745
(2016 YL3),1.629,0.4597,6.82,283.62,111.51,0.88,2.38,25.3,,-56.06999999999999,-1.434012352159024,-82.16285554834
(2016 YM3),1.728,0.4589,1.99,263.79,228.22,0.935,2.52,26.89,,138.31,2.6361584754385117,151.04075477026822
(2016 YO3),1.266,0.2678,22.1,285.42,342.75,0.927,1.6,20.08,,106.80000000000001,2.095751420062056,120.07771127810474
(2016 YJ4),2.692,0.6454,7.15,155.3,348.19,0.955,4.43,23.3,,175.45999999999998,3.093428094559132,177.2403740454344
(2016 YK4),0.8706,0.2403,10.14,264.62,43.78,0.661,1.08,26.1,,-64.86,-1.3673653710207712,-78.34426481183012
(2016 YM4),2.77,0.7286,3.23,130.29,236.56,0.752,4.79,22.38,,168.92000000000002,3.029621783349939,173.58454170684934
(2016 YN4),2.458,0.7104,8.26,341.06,39.87,0.712,4.2,19.7,,-55.78,-1.6797335520528354,-96.24164323914584
(2016 YP4),1.281,0.209,1.0,188.04,297.93,1.013,1.55,27.0,,-150.18,-2.7087929892048064,-155.20240585606177
(2016 YW7),1.071,0.4489,16.32,223.96,81.04,0.59,1.55,20.69,,-59.980000000000004,-1.4944405309141036,-85.62513515466816
(2016 YX7),1.68,0.4599,11.56,270.53,292.98,0.907,2.45,21.3,,169.07999999999998,3.01092561201754,172.51332999644944
(2016 YB8),2.181,0.5952,1.8,340.62,169.9,0.883,3.48,24.5,,81.55000000000001,1.9713930917653064,112.95250391939868
(2016 YC8),1.086,0.2237,6.06,295.6,258.26,0.843,1.33,24.6,,57.99000000000001,1.222374936420904,70.03692483949015
(2016 YD8),2.475,0.6454,13.99,79.6,307.93,0.877,4.07,22.9,,-63.739999999999995,-1.7477900742410315,-100.14099472886792
(2016 YF8),1.169,0.2094,7.78,217.76,182.04,0.924,1.41,22.45,,-126.69,-2.358834388894681,-135.15125505398592
(2016 YS8),1.196,0.35,36.82,284.76,49.73,0.777,1.61,21.4,,-99.66,-2.0499758574787545,-117.4549647372446
(2016 YT8),1.998,0.6254,9.1,75.48,121.15,0.748,3.25,20.48,,-152.79,-2.847796670338707,-163.16673012181653
(2016 YY10),1.159,0.2161,14.56,272.92,116.19,0.908,1.41,25.9,,-87.9,-1.7469020836291955,-100.09011661456249
(2016 YB11),1.906,0.5298,14.51,77.22,304.21,0.896,2.92,21.6,,-157.8,-2.887370407308165,-165.43413822972732
(2016 YC13),1.466,0.4702,4.79,275.87,103.03,0.776,2.15,26.66,,-150.49,-2.7889452942523185,-159.79479465352935
(2016 YM14),1.448,0.3198,22.51,266.39,183.02,0.985,1.91,30.61,,-3.9399999999999977,-0.10101596510525196,-5.7877884639717365
(2017 AD3),1.4,0.3013,38.56,276.17,227.56,0.978,1.82,23.4,,157.89999999999998,2.8441722991184117,162.95906894750493
(2017 AE3),1.845,0.64,9.5,269.32,107.66,0.664,3.03,21.9,,36.78,1.2491004809620396,71.56818574688612
(2017 AF3),1.021,0.1908,14.72,287.03,281.42,0.826,1.22,25.3,,-45.19999999999999,-0.9433466473207847,-54.049781509297105
(2017 AG3),1.571,0.4761,1.59,24.93,5.91,0.823,2.32,25.4,,-152.09,-2.809631274227222,-160.98001400118343
(2017 AH3),1.021,0.1188,17.77,290.67,343.68,0.9,1.14,23.3,,-134.52,-2.425777368228931,-138.98680523786993
(2017 AK3),1.709,0.4655,6.42,310.65,219.16,0.913,2.5,24.6,,146.3,2.736760580024874,156.80483077320048
(2017 AX3),2.015,0.538,6.61,176.81,338.44,0.931,3.1,22.8,,-158.59,-2.8977886429336084,-166.03105916103806
(2017 AY3),1.497,0.5092,6.15,157.3,31.75,0.735,2.26,20.71,,94.00999999999999,2.084309490658732,119.42213701380763
(2017 AZ3),1.297,0.2704,4.03,285.34,217.13,0.946,1.65,30.0,,162.17000000000002,2.896113392796113,165.9350743985309
(2017 AL4),1.452,0.3111,13.22,270.75,127.97,1.0,1.9,23.05,,-113.03,-2.2204689469340417,-127.22349919917895
(2017 AN4),1.251,0.6587,20.28,117.05,117.26,0.427,2.08,23.1,,136.5,2.67732139556935,153.3992163661993
(2017 AO4),2.433,0.5994,0.68,310.93,132.8,0.975,3.89,24.9,,-54.629999999999995,-1.5527760513187094,-88.96751426955137
(2017 AP4),2.069,0.5334,1.48,292.11,150.72,0.966,3.17,27.0,,177.39999999999998,3.1119977241331807,178.30433544714867
(2017 AQ4),1.646,0.4204,29.18,284.29,135.15,0.954,2.34,25.1,,-162.3,-2.923592468134379,-167.50950944033553
(2017 AR4),1.024,0.0907,7.7,104.98,242.15,0.931,1.12,24.8,,130.63,2.3447856955204798,134.34632421597075
(2017 AS4),2.189,0.6826,1.95,106.97,75.6,0.695,3.68,26.8,,166.06,2.9967905917481943,171.703452991684
(2017 AT4),1.376,0.2649,2.66,106.88,4.97,1.011,1.74,26.6,,-3.8100000000000023,-0.0904154872435302,-5.180425821673225
(2017 AD5),1.789,0.4835,0.82,40.84,23.63,0.924,2.65,24.1,,89.51999999999998,2.001717775363681,114.68998030465514
(2017 AG5),1.347,0.3475,1.71,93.19,310.83,0.879,1.82,22.4,,93.98000000000002,1.9615647180734395,112.38937958737728
(2017 AH5),2.108,0.7133,2.99,71.0,297.96,0.604,3.61,24.3,,-162.16,-2.9594388790503303,-169.56335749651123
(2017 AE13),1.979,0.5762,12.83,281.9,122.56,0.839,3.12,24.1,,-96.47,-2.1620915354213124,-123.87871990060113
(2017 AF13),1.513,0.3552,8.19,285.38,161.67,0.976,2.05,26.5,,103.57999999999998,2.112211430144531,121.02080038657334
(2017 AG13),0.9632,0.4288,16.45,289.21,297.94,0.55,1.38,26.1,,-112.51,-2.287089971660905,-131.0406027428649
(2017 AH13),1.167,0.555,22.73,313.41,49.01,0.52,1.82,21.41,,-112.67,-2.3581417839385153,-135.11157171312777
(2017 AJ13),1.904,0.4926,12.71,112.97,26.45,0.966,2.84,24.1,,-55.59,-1.4597970213426705,-83.64020826870399
(2017 AK13),2.365,0.6099,8.69,109.51,320.23,0.923,3.81,23.6,,-16.24000000000001,-0.6549374269977422,-37.525150412128085
(2017 AL13),1.305,0.3684,13.37,109.27,285.31,0.824,1.79,25.6,,-162.14,-2.9132641045335133,-166.9177377967294
(2017 AM13),1.405,0.4353,20.45,286.71,257.26,0.793,2.02,25.09,,-95.17,-2.0477494134079923,-117.32739888866799
(2017 AP13),2.702,0.6524,9.83,277.28,240.71,0.939,4.47,23.27,,170.94,3.0458396602977986,174.51375760862425
(2017 AY13),1.96,0.5567,5.74,181.91,224.29,0.869,3.05,21.61,,-75.58,-1.8536917209230885,-106.20871212723542
(2017 AZ13),0.9284,0.2657,18.32,121.95,200.02,0.682,1.18,21.98,,-72.99,-1.5394855905517897,-88.20602695982268
